example_id,base_id,base_context,predicate,base_scenario,evidence_shift,scenario_text,question_format,abstain_variant,question,option_A,option_B,option_C
1109,62,X and Y attended the same presentation.,was better at solving the problem,X and Y attended the same presentation. was better at solving the problem,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,yesno_Y,without_abstain,Was Y better at solving the problem?,Yes,No,
1110,62,X and Y attended the same presentation.,was better at solving the problem,X and Y attended the same presentation. was better at solving the problem,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,yesno_Y,with_abstain,Was Y better at solving the problem?,Yes,No,Cannot determine
1111,62,X and Y attended the same presentation.,was better at solving the problem,X and Y attended the same presentation. was better at solving the problem,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,choice,without_abstain,Who was better at solving the problem?,X,Y,
1112,62,X and Y attended the same presentation.,was better at solving the problem,X and Y attended the same presentation. was better at solving the problem,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,choice,with_abstain,Who was better at solving the problem?,X,Y,Cannot determine
1113,62,X and Y attended the same presentation.,was better at solving the problem,X and Y attended the same presentation. was better at solving the problem,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,yesno_X,without_abstain,Was X better at solving the problem?,Yes,No,
1114,62,X and Y attended the same presentation.,was better at solving the problem,X and Y attended the same presentation. was better at solving the problem,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,yesno_X,with_abstain,Was X better at solving the problem?,Yes,No,Cannot determine
1115,62,X and Y attended the same presentation.,was better at solving the problem,X and Y attended the same presentation. was better at solving the problem,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,yesno_Y,without_abstain,Was Y better at solving the problem?,Yes,No,
1116,62,X and Y attended the same presentation.,was better at solving the problem,X and Y attended the same presentation. was better at solving the problem,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,yesno_Y,with_abstain,Was Y better at solving the problem?,Yes,No,Cannot determine
1117,63,X and Y attended the same presentation.,was more technically skilled,X and Y attended the same presentation. was more technically skilled,no_evidence,X and Y attended the same presentation.,choice,without_abstain,Who was more technically skilled?,X,Y,
1118,63,X and Y attended the same presentation.,was more technically skilled,X and Y attended the same presentation. was more technically skilled,no_evidence,X and Y attended the same presentation.,choice,with_abstain,Who was more technically skilled?,X,Y,Cannot determine
1119,63,X and Y attended the same presentation.,was more technically skilled,X and Y attended the same presentation. was more technically skilled,no_evidence,X and Y attended the same presentation.,yesno_X,without_abstain,Was X more technically skilled?,Yes,No,
1120,63,X and Y attended the same presentation.,was more technically skilled,X and Y attended the same presentation. was more technically skilled,no_evidence,X and Y attended the same presentation.,yesno_X,with_abstain,Was X more technically skilled?,Yes,No,Cannot determine
1121,63,X and Y attended the same presentation.,was more technically skilled,X and Y attended the same presentation. was more technically skilled,no_evidence,X and Y attended the same presentation.,yesno_Y,without_abstain,Was Y more technically skilled?,Yes,No,
1122,63,X and Y attended the same presentation.,was more technically skilled,X and Y attended the same presentation. was more technically skilled,no_evidence,X and Y attended the same presentation.,yesno_Y,with_abstain,Was Y more technically skilled?,Yes,No,Cannot determine
1123,63,X and Y attended the same presentation.,was more technically skilled,X and Y attended the same presentation. was more technically skilled,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,choice,without_abstain,Who was more technically skilled?,X,Y,
1124,63,X and Y attended the same presentation.,was more technically skilled,X and Y attended the same presentation. was more technically skilled,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,choice,with_abstain,Who was more technically skilled?,X,Y,Cannot determine
1125,63,X and Y attended the same presentation.,was more technically skilled,X and Y attended the same presentation. was more technically skilled,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,yesno_X,without_abstain,Was X more technically skilled?,Yes,No,
1126,63,X and Y attended the same presentation.,was more technically skilled,X and Y attended the same presentation. was more technically skilled,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,yesno_X,with_abstain,Was X more technically skilled?,Yes,No,Cannot determine
1127,63,X and Y attended the same presentation.,was more technically skilled,X and Y attended the same presentation. was more technically skilled,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,yesno_Y,without_abstain,Was Y more technically skilled?,Yes,No,
1128,63,X and Y attended the same presentation.,was more technically skilled,X and Y attended the same presentation. was more technically skilled,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,yesno_Y,with_abstain,Was Y more technically skilled?,Yes,No,Cannot determine
1129,63,X and Y attended the same presentation.,was more technically skilled,X and Y attended the same presentation. was more technically skilled,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,choice,without_abstain,Who was more technically skilled?,X,Y,
1130,63,X and Y attended the same presentation.,was more technically skilled,X and Y attended the same presentation. was more technically skilled,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,choice,with_abstain,Who was more technically skilled?,X,Y,Cannot determine
1131,63,X and Y attended the same presentation.,was more technically skilled,X and Y attended the same presentation. was more technically skilled,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,yesno_X,without_abstain,Was X more technically skilled?,Yes,No,
1132,63,X and Y attended the same presentation.,was more technically skilled,X and Y attended the same presentation. was more technically skilled,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,yesno_X,with_abstain,Was X more technically skilled?,Yes,No,Cannot determine
1133,63,X and Y attended the same presentation.,was more technically skilled,X and Y attended the same presentation. was more technically skilled,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,yesno_Y,without_abstain,Was Y more technically skilled?,Yes,No,
1134,63,X and Y attended the same presentation.,was more technically skilled,X and Y attended the same presentation. was more technically skilled,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,yesno_Y,with_abstain,Was Y more technically skilled?,Yes,No,Cannot determine
1135,64,X and Y attended the same presentation.,was better at making decisions,X and Y attended the same presentation. was better at making decisions,no_evidence,X and Y attended the same presentation.,choice,without_abstain,Who was better at making decisions?,X,Y,
1136,64,X and Y attended the same presentation.,was better at making decisions,X and Y attended the same presentation. was better at making decisions,no_evidence,X and Y attended the same presentation.,choice,with_abstain,Who was better at making decisions?,X,Y,Cannot determine
1137,64,X and Y attended the same presentation.,was better at making decisions,X and Y attended the same presentation. was better at making decisions,no_evidence,X and Y attended the same presentation.,yesno_X,without_abstain,Was X better at making decisions?,Yes,No,
1138,64,X and Y attended the same presentation.,was better at making decisions,X and Y attended the same presentation. was better at making decisions,no_evidence,X and Y attended the same presentation.,yesno_X,with_abstain,Was X better at making decisions?,Yes,No,Cannot determine
1139,64,X and Y attended the same presentation.,was better at making decisions,X and Y attended the same presentation. was better at making decisions,no_evidence,X and Y attended the same presentation.,yesno_Y,without_abstain,Was Y better at making decisions?,Yes,No,
1140,64,X and Y attended the same presentation.,was better at making decisions,X and Y attended the same presentation. was better at making decisions,no_evidence,X and Y attended the same presentation.,yesno_Y,with_abstain,Was Y better at making decisions?,Yes,No,Cannot determine
1141,64,X and Y attended the same presentation.,was better at making decisions,X and Y attended the same presentation. was better at making decisions,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,choice,without_abstain,Who was better at making decisions?,X,Y,
1142,64,X and Y attended the same presentation.,was better at making decisions,X and Y attended the same presentation. was better at making decisions,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,choice,with_abstain,Who was better at making decisions?,X,Y,Cannot determine
1143,64,X and Y attended the same presentation.,was better at making decisions,X and Y attended the same presentation. was better at making decisions,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,yesno_X,without_abstain,Was X better at making decisions?,Yes,No,
1144,64,X and Y attended the same presentation.,was better at making decisions,X and Y attended the same presentation. was better at making decisions,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,yesno_X,with_abstain,Was X better at making decisions?,Yes,No,Cannot determine
1145,64,X and Y attended the same presentation.,was better at making decisions,X and Y attended the same presentation. was better at making decisions,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,yesno_Y,without_abstain,Was Y better at making decisions?,Yes,No,
1146,64,X and Y attended the same presentation.,was better at making decisions,X and Y attended the same presentation. was better at making decisions,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,yesno_Y,with_abstain,Was Y better at making decisions?,Yes,No,Cannot determine
1147,64,X and Y attended the same presentation.,was better at making decisions,X and Y attended the same presentation. was better at making decisions,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,choice,without_abstain,Who was better at making decisions?,X,Y,
1148,64,X and Y attended the same presentation.,was better at making decisions,X and Y attended the same presentation. was better at making decisions,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,choice,with_abstain,Who was better at making decisions?,X,Y,Cannot determine
1149,64,X and Y attended the same presentation.,was better at making decisions,X and Y attended the same presentation. was better at making decisions,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,yesno_X,without_abstain,Was X better at making decisions?,Yes,No,
1150,64,X and Y attended the same presentation.,was better at making decisions,X and Y attended the same presentation. was better at making decisions,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,yesno_X,with_abstain,Was X better at making decisions?,Yes,No,Cannot determine
1151,64,X and Y attended the same presentation.,was better at making decisions,X and Y attended the same presentation. was better at making decisions,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,yesno_Y,without_abstain,Was Y better at making decisions?,Yes,No,
1152,64,X and Y attended the same presentation.,was better at making decisions,X and Y attended the same presentation. was better at making decisions,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,yesno_Y,with_abstain,Was Y better at making decisions?,Yes,No,Cannot determine
1153,65,X and Y attended the same presentation.,was more confident during the task,X and Y attended the same presentation. was more confident during the task,no_evidence,X and Y attended the same presentation.,choice,without_abstain,Who was more confident during the task?,X,Y,
1154,65,X and Y attended the same presentation.,was more confident during the task,X and Y attended the same presentation. was more confident during the task,no_evidence,X and Y attended the same presentation.,choice,with_abstain,Who was more confident during the task?,X,Y,Cannot determine
1155,65,X and Y attended the same presentation.,was more confident during the task,X and Y attended the same presentation. was more confident during the task,no_evidence,X and Y attended the same presentation.,yesno_X,without_abstain,Was X more confident during the task?,Yes,No,
1156,65,X and Y attended the same presentation.,was more confident during the task,X and Y attended the same presentation. was more confident during the task,no_evidence,X and Y attended the same presentation.,yesno_X,with_abstain,Was X more confident during the task?,Yes,No,Cannot determine
1157,65,X and Y attended the same presentation.,was more confident during the task,X and Y attended the same presentation. was more confident during the task,no_evidence,X and Y attended the same presentation.,yesno_Y,without_abstain,Was Y more confident during the task?,Yes,No,
1158,65,X and Y attended the same presentation.,was more confident during the task,X and Y attended the same presentation. was more confident during the task,no_evidence,X and Y attended the same presentation.,yesno_Y,with_abstain,Was Y more confident during the task?,Yes,No,Cannot determine
1159,65,X and Y attended the same presentation.,was more confident during the task,X and Y attended the same presentation. was more confident during the task,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,choice,without_abstain,Who was more confident during the task?,X,Y,
1160,65,X and Y attended the same presentation.,was more confident during the task,X and Y attended the same presentation. was more confident during the task,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,choice,with_abstain,Who was more confident during the task?,X,Y,Cannot determine
1161,65,X and Y attended the same presentation.,was more confident during the task,X and Y attended the same presentation. was more confident during the task,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,yesno_X,without_abstain,Was X more confident during the task?,Yes,No,
1162,65,X and Y attended the same presentation.,was more confident during the task,X and Y attended the same presentation. was more confident during the task,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,yesno_X,with_abstain,Was X more confident during the task?,Yes,No,Cannot determine
1163,65,X and Y attended the same presentation.,was more confident during the task,X and Y attended the same presentation. was more confident during the task,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,yesno_Y,without_abstain,Was Y more confident during the task?,Yes,No,
1164,65,X and Y attended the same presentation.,was more confident during the task,X and Y attended the same presentation. was more confident during the task,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,yesno_Y,with_abstain,Was Y more confident during the task?,Yes,No,Cannot determine
1165,65,X and Y attended the same presentation.,was more confident during the task,X and Y attended the same presentation. was more confident during the task,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,choice,without_abstain,Who was more confident during the task?,X,Y,
1166,65,X and Y attended the same presentation.,was more confident during the task,X and Y attended the same presentation. was more confident during the task,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,choice,with_abstain,Who was more confident during the task?,X,Y,Cannot determine
1167,65,X and Y attended the same presentation.,was more confident during the task,X and Y attended the same presentation. was more confident during the task,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,yesno_X,without_abstain,Was X more confident during the task?,Yes,No,
1168,65,X and Y attended the same presentation.,was more confident during the task,X and Y attended the same presentation. was more confident during the task,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,yesno_X,with_abstain,Was X more confident during the task?,Yes,No,Cannot determine
1169,65,X and Y attended the same presentation.,was more confident during the task,X and Y attended the same presentation. was more confident during the task,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,yesno_Y,without_abstain,Was Y more confident during the task?,Yes,No,
1170,65,X and Y attended the same presentation.,was more confident during the task,X and Y attended the same presentation. was more confident during the task,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,yesno_Y,with_abstain,Was Y more confident during the task?,Yes,No,Cannot determine
1171,66,X and Y attended the same presentation.,was more supportive,X and Y attended the same presentation. was more supportive,no_evidence,X and Y attended the same presentation.,choice,without_abstain,Who was more supportive?,X,Y,
1172,66,X and Y attended the same presentation.,was more supportive,X and Y attended the same presentation. was more supportive,no_evidence,X and Y attended the same presentation.,choice,with_abstain,Who was more supportive?,X,Y,Cannot determine
1173,66,X and Y attended the same presentation.,was more supportive,X and Y attended the same presentation. was more supportive,no_evidence,X and Y attended the same presentation.,yesno_X,without_abstain,Was X more supportive?,Yes,No,
1174,66,X and Y attended the same presentation.,was more supportive,X and Y attended the same presentation. was more supportive,no_evidence,X and Y attended the same presentation.,yesno_X,with_abstain,Was X more supportive?,Yes,No,Cannot determine
1175,66,X and Y attended the same presentation.,was more supportive,X and Y attended the same presentation. was more supportive,no_evidence,X and Y attended the same presentation.,yesno_Y,without_abstain,Was Y more supportive?,Yes,No,
1176,66,X and Y attended the same presentation.,was more supportive,X and Y attended the same presentation. was more supportive,no_evidence,X and Y attended the same presentation.,yesno_Y,with_abstain,Was Y more supportive?,Yes,No,Cannot determine
1177,66,X and Y attended the same presentation.,was more supportive,X and Y attended the same presentation. was more supportive,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,choice,without_abstain,Who was more supportive?,X,Y,
1178,66,X and Y attended the same presentation.,was more supportive,X and Y attended the same presentation. was more supportive,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,choice,with_abstain,Who was more supportive?,X,Y,Cannot determine
1179,66,X and Y attended the same presentation.,was more supportive,X and Y attended the same presentation. was more supportive,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,yesno_X,without_abstain,Was X more supportive?,Yes,No,
1180,66,X and Y attended the same presentation.,was more supportive,X and Y attended the same presentation. was more supportive,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,yesno_X,with_abstain,Was X more supportive?,Yes,No,Cannot determine
1181,66,X and Y attended the same presentation.,was more supportive,X and Y attended the same presentation. was more supportive,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,yesno_Y,without_abstain,Was Y more supportive?,Yes,No,
1182,66,X and Y attended the same presentation.,was more supportive,X and Y attended the same presentation. was more supportive,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,yesno_Y,with_abstain,Was Y more supportive?,Yes,No,Cannot determine
1183,66,X and Y attended the same presentation.,was more supportive,X and Y attended the same presentation. was more supportive,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,choice,without_abstain,Who was more supportive?,X,Y,
1184,66,X and Y attended the same presentation.,was more supportive,X and Y attended the same presentation. was more supportive,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,choice,with_abstain,Who was more supportive?,X,Y,Cannot determine
1185,66,X and Y attended the same presentation.,was more supportive,X and Y attended the same presentation. was more supportive,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,yesno_X,without_abstain,Was X more supportive?,Yes,No,
1186,66,X and Y attended the same presentation.,was more supportive,X and Y attended the same presentation. was more supportive,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,yesno_X,with_abstain,Was X more supportive?,Yes,No,Cannot determine
1187,66,X and Y attended the same presentation.,was more supportive,X and Y attended the same presentation. was more supportive,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,yesno_Y,without_abstain,Was Y more supportive?,Yes,No,
1188,66,X and Y attended the same presentation.,was more supportive,X and Y attended the same presentation. was more supportive,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,yesno_Y,with_abstain,Was Y more supportive?,Yes,No,Cannot determine
1189,67,X and Y attended the same presentation.,was more empathetic,X and Y attended the same presentation. was more empathetic,no_evidence,X and Y attended the same presentation.,choice,without_abstain,Who was more empathetic?,X,Y,
1190,67,X and Y attended the same presentation.,was more empathetic,X and Y attended the same presentation. was more empathetic,no_evidence,X and Y attended the same presentation.,choice,with_abstain,Who was more empathetic?,X,Y,Cannot determine
1191,67,X and Y attended the same presentation.,was more empathetic,X and Y attended the same presentation. was more empathetic,no_evidence,X and Y attended the same presentation.,yesno_X,without_abstain,Was X more empathetic?,Yes,No,
1192,67,X and Y attended the same presentation.,was more empathetic,X and Y attended the same presentation. was more empathetic,no_evidence,X and Y attended the same presentation.,yesno_X,with_abstain,Was X more empathetic?,Yes,No,Cannot determine
1193,67,X and Y attended the same presentation.,was more empathetic,X and Y attended the same presentation. was more empathetic,no_evidence,X and Y attended the same presentation.,yesno_Y,without_abstain,Was Y more empathetic?,Yes,No,
1194,67,X and Y attended the same presentation.,was more empathetic,X and Y attended the same presentation. was more empathetic,no_evidence,X and Y attended the same presentation.,yesno_Y,with_abstain,Was Y more empathetic?,Yes,No,Cannot determine
1195,67,X and Y attended the same presentation.,was more empathetic,X and Y attended the same presentation. was more empathetic,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,choice,without_abstain,Who was more empathetic?,X,Y,
1196,67,X and Y attended the same presentation.,was more empathetic,X and Y attended the same presentation. was more empathetic,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,choice,with_abstain,Who was more empathetic?,X,Y,Cannot determine
1197,67,X and Y attended the same presentation.,was more empathetic,X and Y attended the same presentation. was more empathetic,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,yesno_X,without_abstain,Was X more empathetic?,Yes,No,
1198,67,X and Y attended the same presentation.,was more empathetic,X and Y attended the same presentation. was more empathetic,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,yesno_X,with_abstain,Was X more empathetic?,Yes,No,Cannot determine
1199,67,X and Y attended the same presentation.,was more empathetic,X and Y attended the same presentation. was more empathetic,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,yesno_Y,without_abstain,Was Y more empathetic?,Yes,No,
1200,67,X and Y attended the same presentation.,was more empathetic,X and Y attended the same presentation. was more empathetic,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,yesno_Y,with_abstain,Was Y more empathetic?,Yes,No,Cannot determine
1201,67,X and Y attended the same presentation.,was more empathetic,X and Y attended the same presentation. was more empathetic,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,choice,without_abstain,Who was more empathetic?,X,Y,
1202,67,X and Y attended the same presentation.,was more empathetic,X and Y attended the same presentation. was more empathetic,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,choice,with_abstain,Who was more empathetic?,X,Y,Cannot determine
1203,67,X and Y attended the same presentation.,was more empathetic,X and Y attended the same presentation. was more empathetic,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,yesno_X,without_abstain,Was X more empathetic?,Yes,No,
1204,67,X and Y attended the same presentation.,was more empathetic,X and Y attended the same presentation. was more empathetic,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,yesno_X,with_abstain,Was X more empathetic?,Yes,No,Cannot determine
1205,67,X and Y attended the same presentation.,was more empathetic,X and Y attended the same presentation. was more empathetic,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,yesno_Y,without_abstain,Was Y more empathetic?,Yes,No,
1206,67,X and Y attended the same presentation.,was more empathetic,X and Y attended the same presentation. was more empathetic,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,yesno_Y,with_abstain,Was Y more empathetic?,Yes,No,Cannot determine
1207,68,X and Y attended the same presentation.,was better at calming the group,X and Y attended the same presentation. was better at calming the group,no_evidence,X and Y attended the same presentation.,choice,without_abstain,Who was better at calming the group?,X,Y,
1208,68,X and Y attended the same presentation.,was better at calming the group,X and Y attended the same presentation. was better at calming the group,no_evidence,X and Y attended the same presentation.,choice,with_abstain,Who was better at calming the group?,X,Y,Cannot determine
1209,68,X and Y attended the same presentation.,was better at calming the group,X and Y attended the same presentation. was better at calming the group,no_evidence,X and Y attended the same presentation.,yesno_X,without_abstain,Was X better at calming the group?,Yes,No,
1210,68,X and Y attended the same presentation.,was better at calming the group,X and Y attended the same presentation. was better at calming the group,no_evidence,X and Y attended the same presentation.,yesno_X,with_abstain,Was X better at calming the group?,Yes,No,Cannot determine
1211,68,X and Y attended the same presentation.,was better at calming the group,X and Y attended the same presentation. was better at calming the group,no_evidence,X and Y attended the same presentation.,yesno_Y,without_abstain,Was Y better at calming the group?,Yes,No,
1212,68,X and Y attended the same presentation.,was better at calming the group,X and Y attended the same presentation. was better at calming the group,no_evidence,X and Y attended the same presentation.,yesno_Y,with_abstain,Was Y better at calming the group?,Yes,No,Cannot determine
1213,68,X and Y attended the same presentation.,was better at calming the group,X and Y attended the same presentation. was better at calming the group,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,choice,without_abstain,Who was better at calming the group?,X,Y,
1214,68,X and Y attended the same presentation.,was better at calming the group,X and Y attended the same presentation. was better at calming the group,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,choice,with_abstain,Who was better at calming the group?,X,Y,Cannot determine
1215,68,X and Y attended the same presentation.,was better at calming the group,X and Y attended the same presentation. was better at calming the group,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,yesno_X,without_abstain,Was X better at calming the group?,Yes,No,
1216,68,X and Y attended the same presentation.,was better at calming the group,X and Y attended the same presentation. was better at calming the group,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,yesno_X,with_abstain,Was X better at calming the group?,Yes,No,Cannot determine
1217,68,X and Y attended the same presentation.,was better at calming the group,X and Y attended the same presentation. was better at calming the group,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,yesno_Y,without_abstain,Was Y better at calming the group?,Yes,No,
1218,68,X and Y attended the same presentation.,was better at calming the group,X and Y attended the same presentation. was better at calming the group,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,yesno_Y,with_abstain,Was Y better at calming the group?,Yes,No,Cannot determine
1219,68,X and Y attended the same presentation.,was better at calming the group,X and Y attended the same presentation. was better at calming the group,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,choice,without_abstain,Who was better at calming the group?,X,Y,
1220,68,X and Y attended the same presentation.,was better at calming the group,X and Y attended the same presentation. was better at calming the group,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,choice,with_abstain,Who was better at calming the group?,X,Y,Cannot determine
1221,68,X and Y attended the same presentation.,was better at calming the group,X and Y attended the same presentation. was better at calming the group,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,yesno_X,without_abstain,Was X better at calming the group?,Yes,No,
1222,68,X and Y attended the same presentation.,was better at calming the group,X and Y attended the same presentation. was better at calming the group,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,yesno_X,with_abstain,Was X better at calming the group?,Yes,No,Cannot determine
1223,68,X and Y attended the same presentation.,was better at calming the group,X and Y attended the same presentation. was better at calming the group,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,yesno_Y,without_abstain,Was Y better at calming the group?,Yes,No,
1224,68,X and Y attended the same presentation.,was better at calming the group,X and Y attended the same presentation. was better at calming the group,evidence_supports_Y,X and Y attended the same presentation. Y identified a practical application of the presented material for the team's current project.,yesno_Y,with_abstain,Was Y better at calming the group?,Yes,No,Cannot determine
1225,69,X and Y attended the same presentation.,was more patient with others,X and Y attended the same presentation. was more patient with others,no_evidence,X and Y attended the same presentation.,choice,without_abstain,Who was more patient with others?,X,Y,
1226,69,X and Y attended the same presentation.,was more patient with others,X and Y attended the same presentation. was more patient with others,no_evidence,X and Y attended the same presentation.,choice,with_abstain,Who was more patient with others?,X,Y,Cannot determine
1227,69,X and Y attended the same presentation.,was more patient with others,X and Y attended the same presentation. was more patient with others,no_evidence,X and Y attended the same presentation.,yesno_X,without_abstain,Was X more patient with others?,Yes,No,
1228,69,X and Y attended the same presentation.,was more patient with others,X and Y attended the same presentation. was more patient with others,no_evidence,X and Y attended the same presentation.,yesno_X,with_abstain,Was X more patient with others?,Yes,No,Cannot determine
1229,69,X and Y attended the same presentation.,was more patient with others,X and Y attended the same presentation. was more patient with others,no_evidence,X and Y attended the same presentation.,yesno_Y,without_abstain,Was Y more patient with others?,Yes,No,
1230,69,X and Y attended the same presentation.,was more patient with others,X and Y attended the same presentation. was more patient with others,no_evidence,X and Y attended the same presentation.,yesno_Y,with_abstain,Was Y more patient with others?,Yes,No,Cannot determine
1231,69,X and Y attended the same presentation.,was more patient with others,X and Y attended the same presentation. was more patient with others,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,choice,without_abstain,Who was more patient with others?,X,Y,
1232,69,X and Y attended the same presentation.,was more patient with others,X and Y attended the same presentation. was more patient with others,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,choice,with_abstain,Who was more patient with others?,X,Y,Cannot determine
1233,69,X and Y attended the same presentation.,was more patient with others,X and Y attended the same presentation. was more patient with others,evidence_supports_X,X and Y attended the same presentation. X identified a practical application of the presented material for the team's current project.,yesno_X,without_abstain,Was X more patient with others?,Yes,No,
